Genart-Nr	Genart-Desc-DE	Genart-Desc-EN	BauGruppe-DE	BauGruppe-EN	ART-Bezeichng-DE	ART-Bezeichng-EN	Verwendungszweck-DE	Verwendungszweck-EN	K24-Bezeichng	IsUniversalGenericArticle	IsDangerousGoods	IsHazardousSubstance	DataSupplier:Link
1652	Wellendichtring, Zwischenwelle	Shaft Seal, intermediate shaft	Motorsteuerung	Engine Timing	Dichtring	Seal Ring	Zwischenwelle	Intermediate Shaft	Wellendichtringe	0	0	0	Tec Doc
3878	Wellendichtringsatz, Kupplung	Shaft Seal Set, clutch	Kupplung	Clutch	Wellendichtringsatz	Shaft Seal Set	Kupplung	Clutch	Kupplung sonstiges	0	0	0	Tec Doc
3874	Wellendichtringsatz, Motor	Shaft Seal Set, engine	Kurbeltrieb	Crankshaft Drive	Wellendichtringsatz	Shaft Seal Set	Motor	Engine	Dichtungen Motor	0	0	0	Tec Doc
2742	Wellrohr	Corrugated Pipe	Elektrische Universalteile	Electric Universal Parts	Rohrleitung	Pipe	Kabelschutz	Cable Protecting Sleeve	Installationsmaterial	1	0	0	Tec Doc
1049	Wellrohr, Abgasanlage	Corrugated Pipe, exhaust system	Abgasanlage	Exhaust System	Rohr	Tube	Wellrohr	Corrugated Pipe	Rohre	0	0	0	Tec Doc
3350	Wellrohrverschraubung	Corrugated Pipe Fastening	Elektrische Universalteile	Electric Universal Parts	Verschraubung	Fastening	Wellrohrverschraubung	Corrugated Pipe Fastening	Installationsmaterial	1	0	0	Tec Doc
5759	Wendelschlauch	Spiral Hose	Druckluftanlage, Universal	Compressed Air System, universal	Wendelschlauch	Spiral Hose	NULL	NULL	Druckluftanlage sonstiges	1	0	0	Tec Doc
368	Wendelschlauch	Spiral Hose	Druckluftanlage	Compressed-air System	Wendelschlauch	Spiral Hose	NULL	NULL	Druckluftanlage sonstiges	0	0	0	Tec Doc
6720	Werkbank	Workbench	Werkstattausrüstung	Workshop Equipment	Werkbank	Workbench	NULL	NULL	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
300750	Werkstatt Rep.-Set	Workshop repair set	NULL	NULL	Werkzeug	Tools	NULL	NULL	Werkstattaus-/einrichtung sonstiges	1	0	0	k24
7043	Werkstatt-Auftragstasche	Workshop Job Pocket	Werkstattausrüstung	Workshop Equipment	Werkstatt-Auftragstasche	Workshop Job Pocket	NULL	NULL	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
10041	Werkstattbedarf Chemieprodukte	Workshop requirements, Chemicals	NULL	NULL	Werkstattbedarf Chemieprodukte	NULL	NULL	NULL	Fahrzeugpflege sonstiges	1	0	1	DVSE
9553	Werkstatt-Fahrwagen	Workshop Trolley	Werkstattausrüstung	Workshop Equipment	Werkstatt-Fahrwagen	Workshop Trolley	NULL	NULL	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
10585	Werkstattfeile	Workshop file	Feilen	Feilen	Feilen	Feilen	NULL	NULL	Handwerkzeuge	1	0	0	DVSE
6425	Werkstatthocker	Workshop Stool	Werkstattausrüstung	Workshop Equipment	Werkstatthocker	Workshop Stool	NULL	NULL	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
8698	Werkstattkarten	Workshop Cards	Werkstattausrüstung	Workshop Equipment	Werkstattkarten	Workshop Cards	NULL	NULL	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
6432	Werkstattkran	Workshop Crane	Werkstattausrüstung	Workshop Equipment	Werkstattkran	Workshop Crane	NULL	NULL	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
6424	Werkstattliege	Workshop Creeper	Werkstattausrüstung	Workshop Equipment	Werkstattliege	Workshop Creeper	NULL	NULL	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
6009	Werkstattpresse	Workshop Press	Werkstattausrüstung	Workshop Equipment	Werkstattpresse	Workshop Press	NULL	NULL	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
15250	Werkstattreiniger	Workshop cleaner	NULL	NULL	Werkstattreiniger	Workshop cleaner	NULL	NULL	Fahrzeugchemie sonstiges	1	1	1	DVSE
6404	Werkstatt-Servicewagen	Workshop Service Trolley	Werkstattausrüstung	Workshop Equipment	Werkstatt-Servicewagen	Workshop Service Trolley	NULL	NULL	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
5834	Werkstattspiegel	Workshop Mirror	Werkzeug, Universal	Tool, universal	Werkstattspiegel	Workshop Mirror	NULL	NULL	Handwerkzeuge	1	0	0	Tec Doc
1501	Werkzeug	Tools	NULL	NULL	Werkzeug	Tools	NULL	NULL	Werkzeuge sonstiges	0	0	0	Tec Doc
5734	Werkzeug-Ablageschale	Tools Storage Tray	Werkzeug, Universal	Tool, universal	Ablageschale	Storage Tray	Werkzeug	Tools	Handwerkzeuge	1	0	0	Tec Doc
7446	Werkzeug-Box-Modul	Tool Box Module	Werkstattausrüstung	Workshop Equipment	Werkzeug-Box-Modul	Tool Box Module	NULL	NULL	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
11328	Werkzeug-Einlagemodul (bestückt)	Tool module (With assortment)	Werkstattwagen	Werkstattwagen	Werkzeug-Einlagemodul	Werkzeug-Einlagemodul	NULL	NULL	Handwerkzeuge	1	0	0	DVSE
6239	Werkzeuggürtel	Tool Belt	Werkstattausrüstung	Workshop Equipment	Werkzeuggürtel	Tool Belt	NULL	NULL	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
7500	Werkzeughalfter	Tool Holster	Werkstattausrüstung	Workshop Equipment	Werkzeughalfter	Tool Holster	NULL	NULL	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
6942	Werkzeughalter, Werkzeugschrank	Tool Holder, tool cabinet	Werkstattausrüstung	Workshop Equipment	Werkzeughalter	Tool Holder	Werkzeugschrank	Tool Cabinet	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
6339	Werkzeugkasten	Tool Box	Werkstattausrüstung	Workshop Equipment	Kasten	Van	Werkzeug	Tools	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
11333	Werkzeugkasten (leer)	Tool box (Empty)	Werkzeugkasten	Werkzeugkasten	Werkzeugkasten	Werkzeugkasten	NULL	NULL	Handwerkzeuge	1	0	0	DVSE
4757	Werkzeugkoffer	Toolbox	Werkstattgeräte	Workshop Devices	Koffer	Case	Werkzeug	Tools	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
11332	Werkzeugkoffer (leer)	Tool case (Empty)	Werkzeugkasten	Werkzeugkasten	Werkzeugkoffer	Werkzeugkoffer	NULL	NULL	Handwerkzeuge	1	0	0	DVSE
6180	Werkzeuglochtafel	Tool Board	Werkstattausrüstung	Workshop Equipment	Lochtafel	Pegboard	Werkzeug	Tools	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
5618	Werkzeugmodul	Tool Module	Werkzeug, Universal	Tool, universal	Werkzeugmodul	Tool Module	NULL	NULL	Werkzeugverbrauchsmaterial	1	0	0	Tec Doc
7498	Werkzeug-Rucksack	Tool Backpack	Werkstattausrüstung	Workshop Equipment	Werkzeug-Rucksack	Tool Backpack	NULL	NULL	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
6667	Werkzeugsatz	Tool Set	Werkzeug, Universal	Tool, universal	Werkzeugsatz	Tool Set	NULL	NULL	Werkzeuge sonstiges	1	0	0	Tec Doc
11470	Werkzeug-Satz	Tool assortment	Werkzeugsatz	Werkzeugsatz	Werkzeug-Satz	Werkzeug-Satz	NULL	NULL	Handwerkzeuge	1	0	0	DVSE
11040	Werkzeugsatz für elastische Keilrippenriemen	Elastic strap tool set	Werkzeuge Motorsteuerung / Hilfsriemen	Werkzeuge Motorsteuerung / Hilfsriemen	Werkzeugsatz für elastische Keilrippenriemen	Werkzeugsatz für elastische Keilrippenriemen	NULL	NULL	Handwerkzeuge	1	0	0	DVSE
7882	Werkzeugsatz, Klimaanlage	Tool Set, air conditioning system	Spezialwerkzeug, Universal	Special Tools, universal	Werkzeugsatz	Tool Set	Klimaanlage	Air Conditioning	Werkzeuge sonstiges	1	0	0	Tec Doc
8943	Werkzeugsatz, Längslenkerbuchse	Tool Set, trailing arm bushing	Werkzeug, fahrzeugspezifisch	Vehicle Specific Tools	Werkzeugsatz	Tool Set	Lenker	Link	Werkzeuge sonstiges	0	0	0	Tec Doc
5210	Werkzeugsatz, Reifendruck-Kontrollsystem	Tool Set, tyre pressure control system	Werkzeug, Universal	Tool, universal	Werkzeugsatz	Tool Set	Reifendruck-Kontrollsystem	Tyre Pressure Control System	Handwerkzeuge	1	0	0	Tec Doc
7936	Werkzeugsatz, Spring Lock	Tool Set, spring lock	Spezialwerkzeug, Universal	Special Tools, universal	Werkzeugsatz	Tool Set	Spring Lock	Spring Lock	Werkzeuge sonstiges	1	0	0	Tec Doc
8017	Werkzeugsatz, Steuerkette	Tool Set, timing chain	Werkzeug, fahrzeugspezifisch	Vehicle Specific Tools	Werkzeugsatz	Tool Set	Steuerkette	Timing Chain	Werkzeuge sonstiges	0	0	0	Tec Doc
7905	Werkzeugsatz, Steuerkette	Tool Set, timing chain	Spezialwerkzeug, Universal	Special Tools, universal	Werkzeugsatz	Tool Set	Steuerkette	Timing Chain	Werkzeuge sonstiges	1	0	0	Tec Doc
4458	Werkzeugsatz, Steuerzeiten	Tool Set, valve timing	Werkzeug, fahrzeugspezifisch	Vehicle Specific Tools	Werkzeugsatz	Tool Set	Steuerzeiten	Valve Timing	Werkzeuge sonstiges	0	0	0	Tec Doc
8477	Werkzeugsatz, Stoßdämpfer-Kolbenstange	Tool Set, shock absorber piston rod	Spezialwerkzeug, Universal	Special Tools, universal	Werkzeugsatz	Tool Set	Stoßdämpfer-Kolbenstange	Shock Absorber Piston Rod	Werkzeuge sonstiges	1	0	0	Tec Doc
6841	Werkzeugsatz, Ventilschaftdichtung	Tool Set, valve stem sealing	Spezialwerkzeug, Universal	Special Tools, universal	Werkzeugsatz	Tool Set	Ventilschaftdichtung	Valve Stem Seal	Werkzeuge sonstiges	1	0	0	Tec Doc
6798	Werkzeugschrank	Tool Cabinet	Werkstattausrüstung	Workshop Equipment	Werkzeugschrank	Tool Cabinet	NULL	NULL	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
4614	Werkzeugsortiment, Gewindeeinsatz	Tool Assortment, thread insert	Werkzeug, Universal	Tool, universal	Sortiment	Assortment	Gewindeeinsatz	Thread Insert	Werkzeuge sonstiges	1	0	0	Tec Doc
4792	Werkzeugtasche	Tool Bag	Werkstattgeräte	Workshop Devices	Tasche	Bag	Werkzeug	Tools	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
11330	Werkzeugtasche (leer)	Tool bag (Empty)	Werkzeugkasten	Werkzeugkasten	Werkzeugtasche	Werkzeugtasche	NULL	NULL	Handwerkzeuge	1	0	0	DVSE
4756	Werkzeugwagen	Tool Trolley	Werkstattgeräte	Workshop Devices	Werkzeugwagen	Tool Trolley	Werkzeug	Tools	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
10692	Werkzeugwagen (bestückt)	Tool trolley (With assortment)	Werkstattwagen	Werkstattwagen	Werkstattwagen	Werkstattwagen	NULL	NULL	Handwerkzeuge	1	0	0	DVSE
10691	Werkzeugwagen (unbestückt)	Tool trolley (Empty)	Werkstattwagen	Werkstattwagen	Werkstattwagen	Werkstattwagen	NULL	NULL	Werkstattbedarf sonstiges	1	0	0	DVSE
7223	Werkzeug-Wandhalterung	Tool Wall Holder	Werkstattausrüstung	Workshop Equipment	Werkzeug-Wandhalterung	Tool Wall Holder	NULL	NULL	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
4826	Wickelfeder, Airbag	Clockspring, airbag	Sicherheitssysteme	Safety Systems	Wickelfeder	Clockspring	Airbag	Airbag	Zubehör sonstiges	0	0	0	Tec Doc
1437	Widerstand	Resistance	Elektrische Universalteile	Electric Universal Parts	Widerstand	Resistor	NULL	NULL	Installationsmaterial	1	0	0	Tec Doc
2975	Widerstand, Innenraumgebläse	Resistor, interior blower	Heizung/Lüftung	Heating/Ventilation	Widerstand	Resistor	Innenraumgebläse	Interior Blower	Einzel- und Kleinteile Heizung & Klima	0	0	0	Tec Doc
9404	WiFi-Sender, Videoendoskop	WiFi Transmitter, video endoscope	Werkzeug, Universal	Tool, universal	WiFi-Sender	WiFi Transmitter	Videoendoskop	Video Endoscope	Handwerkzeuge	1	0	0	Tec Doc
19162	Wildwarner	Deer warning/ Deer whistle	NULL	NULL	Wildwarner	NULL	NULL	NULL	Zubehör sonstiges	1	0	0	DVSE
5025	Windabweiser	Wind Deflector	Karosserie	Body	Windabweiser	Wind Deflector	NULL	NULL	Karosserie Kunststoff sonstiges	0	0	0	Tec Doc
4090	Windabweiser	Wind Deflector	Fahrerhaus	Driver Cab	Windabweiser	Wind Deflector	NULL	NULL	Komfortzubehör	0	0	0	Tec Doc
10554	Windeisen	Tap wrench	Gewindewerkzeuge	Gewindewerkzeuge	Gewindewerkzeuge	Gewindewerkzeuge	NULL	NULL	Handwerkzeuge	1	0	0	DVSE
3447	Windeisen	Tape Wrench	Werkzeug, Universal	Tool, universal	Windeisen	Tape Wrench	NULL	NULL	Handwerkzeuge	1	0	0	Tec Doc
844	Windleitblech, Fahrerhaus	Air Deflector, driver cab	Fahrerhaus	Driver Cab	Spoiler	Spoiler	Windleitblech	Air Deflector	Karosserie Kunststoff sonstiges	0	0	0	Tec Doc
24256	Windschutzscheiben Clipse Satz	Windshield clip set	NULL	NULL	Windschutzscheiben Clipse Satz	Windshield clip set	NULL	NULL	Scheibenzubehör	0	0	0	DVSE
24438	Windschutzscheiben Leiste (einzeln)	Windshield bar (single)	NULL	NULL	Windschutzscheiben Leiste (einzeln)	Windshield bar (single)	NULL	NULL	Scheibenzubehör	0	0	0	DVSE
24447	Windschutzscheiben Leisten Satz	Windshield bar set	NULL	NULL	Windschutzscheiben Leisten Satz	Windshield bar set	NULL	NULL	Scheibenzubehör	0	0	0	DVSE
24437	Windschutzscheiben Rahmen	Windshield frame	NULL	NULL	Windschutzscheiben Rahmen	Windshield frame	NULL	NULL	Scheibenzubehör	0	0	0	DVSE
5626	Winkelbohrmaschine	Angle Drill	Werkzeug, Universal	Tool, universal	Winkelbohrmaschine	Angle Drill	NULL	NULL	Handwerkzeuge	1	0	0	Tec Doc
8345	Winkelbohrmaschine (Druckluft)	Angled Drill (compressed air)	Werkzeug, Universal	Tool, universal	Winkelbohrmaschine (Druckluft)	Angled Drill (compressed air)	NULL	NULL	Druckluftwerkzeuge	1	0	0	Tec Doc
1802	Winkelgelenk	Tie Rod	Normteile	Standard Parts	Gelenk	Joint	Winkelgelenk	Tie Rod	DIN / Normteile sonstiges	1	0	0	Tec Doc
2066	Winkelgelenk, Lenkschubstange	Drag Link End	Lenkung	Steering	Gelenk	Joint	Schubstange	Bullbar	Spurstangenkopf	0	0	0	Tec Doc
4928	Winkelkorrekturring, Sensor (Einparkhilfe)	Angle Correction Ring, sensor (parking assist)	Komfortsysteme, Universal	Comfort Systems, universal	Winkelkorrekturring	Angle Correction Ring	Sensor-Einparkhilfe	Parking Assist Sensor	Einparkhilfe	1	0	0	Tec Doc
5561	Winkelmesser	Protractors	Werkzeug, Universal	Tool, universal	Messlehre	Gauge	Winkelmesser	Protractors	Handwerkzeuge	1	0	0	Tec Doc
10539	Winkelmesser	Goniometer	Messwerkzeuge	Messwerkzeuge	Messwerkzeuge	Messwerkzeuge	NULL	NULL	Handwerkzeuge	1	0	0	DVSE
4716	Winkelschleifer	Angle Grinder	Werkzeug, Universal	Tool, universal	Winkelschleifer	Angle Grinder	NULL	NULL	Handwerkzeuge	1	0	0	Tec Doc
8371	Winkelschleifer (Akku)	Angle Grinder (rechargeable battery)	Werkzeug, Universal	Tool, universal	Winkelschleifer (Akku)	Angle Grinder (rechargeable battery)	NULL	NULL	Elektrowerkzeuge	1	0	0	Tec Doc
8346	Winkelschleifer (Druckluft)	Angle Grinder (compressed air)	Werkzeug, Universal	Tool, universal	Winkelschleifer (Druckluft)	Angle Grinder (compressed air)	NULL	NULL	Druckluftwerkzeuge	1	0	0	Tec Doc
5817	Winkelschlüssel, Schrauberbit	Allen Key, screwdriver bit	Werkzeug, Universal	Tool, universal	Winkelschlüssel	Allen Key	NULL	NULL	Handwerkzeuge	1	0	0	Tec Doc
2707	Winkelschraubendreher	Angled Screwdriver	Werkzeug, Universal	Tool, universal	Winkelschraubendreher	Angle Screwdriver	NULL	NULL	Handwerkzeuge	1	0	0	Tec Doc
10526	Winkelschraubendreher [5-Stern]	Cranked wrench key (5 star)	Winkelschraubendreher	Winkelschraubendreher	Winkelschraubendreher	Winkelschraubendreher	NULL	NULL	Handwerkzeuge	1	0	0	DVSE
10525	Winkelschraubendreher [Innenkeil Ribe-CV®]	Cranked wrench key (Ribe-CV®)	Winkelschraubendreher	Winkelschraubendreher	Winkelschraubendreher	Winkelschraubendreher	NULL	NULL	Handwerkzeuge	1	0	0	DVSE
10507	Winkelschraubendreher [Innensechskant]	Cranked wrench key (Hexagonal)	Winkelschraubendreher	Winkelschraubendreher	Winkelschraubendreher	Winkelschraubendreher	NULL	NULL	Handwerkzeuge	1	0	0	DVSE
10510	Winkelschraubendreher [Innensechsrund Torx®]	Cranked wrench key (TX)	Winkelschraubendreher	Winkelschraubendreher	Winkelschraubendreher	Winkelschraubendreher	NULL	NULL	Handwerkzeuge	1	0	0	DVSE
6627	Winkelschraubendrehersatz	Angled Screwdriver Set	Werkzeug, Universal	Tool, universal	Winkelschraubendreher-Satz	Angle Screwdriver Set	NULL	NULL	Handwerkzeuge	1	0	0	Tec Doc
2202	Winkeltrieb, Tachowelle	Angle Drive, tacho shaft	Instrumente	Instruments	Winkeltrieb	Angle Drive	Tachometer	Speedometer	elektrische Bauteile sonstiges	0	0	0	Tec Doc
16453	Winterartikel, Winterbedarf	Winter items	NULL	NULL	Winterartikel, Winterbedarf	NULL	NULL	NULL	Zubehör sonstiges	1	1	1	DVSE
10034	Winterreifen	Winter tyres	NULL	NULL	Winterreifen	NULL	NULL	NULL	Winterreifen	0	0	0	DVSE
11698	Winterreifen (PKW)	Winter tyres (Passenger car)	Räder, Universal	Wheels, universal	Reifen	Tyres	NULL	NULL	Winterreifen	1	0	0	DVSE
301	Wischarm, Scheibenreinigung	Wiper Arm, window cleaning	Scheibenreinigung	Window Cleaning	Wischarm	Wiper Arm	NULL	NULL	Wischarme	0	0	0	Tec Doc
843	Wischarm, Scheinwerferreinigung	Wiper Arm, headlight cleaning	Scheinwerferreinigung	Headlight Cleaning	Wischarm	Wiper Arm	NULL	NULL	Wischarme	0	0	0	Tec Doc
6545	Wischarm-Satz, Scheibenreinigung	Wiper Arm Set, window cleaning	Scheibenreinigung	Window Cleaning	Wischarm-Satz	Wiper Arm Set	Scheibenreinigungsanlage	Window-cleaning System	Wischarme	0	0	0	Tec Doc
298	Wischblatt	Wiper Blade	Scheibenreinigung	Window Cleaning	Wischblatt	Wiper Blade	NULL	NULL	Wischerblätter	0	0	0	Tec Doc
836	Wischblatt, Scheinwerferreinigung	Wiper Blade, headlight cleaning	Scheinwerferreinigung	Headlight Cleaning	Wischblatt	Wiper Blade	NULL	NULL	Wischerblätter	0	0	0	Tec Doc
4680	Wischblatt, Universal	Wiper Blade, universal	Scheibenreinigung, Universal	Window Cleaning, universal	Wischblatt	Wiper Blade	NULL	NULL	Wischerblätter	1	0	0	Tec Doc
20068	Wischeranlage	Wiper System	NULL	NULL	Wischeranlage	Wischeranlage	NULL	NULL	Wischarme	1	0	0	DVSE
300	Wischergestänge	Wiper Linkage	Scheibenreinigung	Window Cleaning	Gestänge	Linkage	Wischer	Wiper	Wischergestänge	0	0	0	Tec Doc
242	Wischergetriebe, Scheibenreinigung	Wiper Gear, window cleaner	Scheibenreinigung	Window Cleaning	Getriebe	Transmission	NULL	NULL	Wischerzubehör	0	0	0	Tec Doc
20714	Wischergummi (Paarweise)	Wiper blade refill, Rubber	NULL	NULL	Wischergummi (Paarweise)	Wiper blades (in pairs)	NULL	NULL	Wischerzubehör	1	0	0	DVSE
302	Wischerlager	Wiper Bearing	Scheinwerferreinigung	Headlight Cleaning	Lager	Bearing	Wischer	Wiper	Wischerzubehör	0	0	0	Tec Doc
295	Wischermotor	Wiper Motor	Scheibenreinigung	Window Cleaning	Elektromotor	Electric Motor	Scheibenwischer	Windscreen Wiper	Wischermotor	0	0	0	Tec Doc
877	Wischerschalter	Wiper Switch	Scheibenreinigung	Window Cleaning	Schalter	Switch	NULL	NULL	Schalter Innenraum	0	0	0	Tec Doc
3487	Wischgummi	Wiper Blade Rubber	Scheibenreinigung, Universal	Window Cleaning, universal	Wischgummi	Rubber, wiper arm	NULL	NULL	Wischerblätter	1	0	0	Tec Doc
299	Wischgummi	Wiper Blade Rubber	Scheibenreinigung	Window Cleaning	Wischgummi	Rubber, wiper arm	NULL	NULL	Wischerblätter	0	0	0	Tec Doc
6537	Wölbungshammer	Metal-working Hammer	Spezialwerkzeug, Universal	Special Tools, universal	Wölbungshammer	Metal-working Hammer	NULL	NULL	Handwerkzeuge	1	0	0	Tec Doc
24448	WSS Vollgummi (mit Aussparung für Zierleiste)	WSS full rubber (with opening for decoration)	NULL	NULL	WSS Vollgummi (mit Aussparung für Zierleiste)	WSS full rubber (with opening for decoration)	NULL	NULL	Scheibenzubehör	0	0	0	DVSE
24135	WSS Vollgummi (ohne Aussparung für Zierleiste)	WSS full rubber (without opening for decoration)	NULL	NULL	WSS Vollgummi (ohne Aussparung für Zierleiste)	WSS full rubber (without opening for decoration)	NULL	NULL	Scheibenzubehör	0	0	0	DVSE
5671	Wuchtgewichtezange	Balance Weight Pliers	Werkzeug, Universal	Tool, universal	Zange	Pliers	Wuchtgewichtezange	Balance Weight Pliers	Handwerkzeuge	1	0	0	Tec Doc
6470	Wulstniederhalter, Reifenmontiermaschine	Bead Pusher, tyre fitting machine	Werkstattausrüstung	Workshop Equipment	Wulstniederhalter	Bead Pusher	Reifenmontiermaschine	Tyre Fitting Maschine	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
300114	Xenon Ersatzbrenner	Xenon replacement burner	Beleuchtung	Lights	Xenon Ersatzbrenner	NULL	NULL	NULL	Xenonbrenner	1	0	0	K24
300115	Xenon Umrüstsatz	Xenon conversion kit	Beleuchtung	Lights	Xenon Umrüstsatz	NULL	Xenonlichtumrüstung (Leuchtweiteregulierung)	Xenon Light Conversion, (headlight range adjustment)	Xenonbrenner	1	0	0	K24
7168	Zahnkranz, Ratschenschrauber	Ring Gear, ratchet screwdriver	Werkzeug, Universal	Tool, universal	Zahnkranz	Ring Gear	Ratschenschrauber	Ratchet Screwdriver	Handwerkzeuge	1	0	0	Tec Doc
578	Zahnkranz, Schwungrad	Ring Gear, flywheel	Kurbeltrieb	Crankshaft Drive	Zahnkranz	Ring Gear	Schwungrad	Flywheel	Kurbeltrieb	0	0	0	Tec Doc
580	Zahnrad, Ausgleichswelle	Gear, balance shaft	Motorsteuerung	Engine Timing	Zahnrad	Gear	Ausgleichswelle	Balance Shaft	Kurbeltrieb	0	0	0	Tec Doc
4077	Zahnrad, Druckluftkompressor	Gear, air compressor	Druckluftanlage	Compressed-air System	Zahnrad	Gear	Druckluftkompressor	Air Compressor	Druckluftanlage sonstiges	0	0	0	Tec Doc
4200	Zahnrad, Einspritzpumpe	Gear, injection pump	Gemischaufbereitung	Mixture Formation	Zahnrad	Gear	Einspritzpumpe	Injection Pump	Einspritzanlage	0	0	0	Tec Doc
4100	Zahnrad, Getriebeeingangswelle	Gear, transmission input shaft	Schaltgetriebe	Manual Transmission	Zahnrad	Gear	Getriebeeingangswelle	Transmission Input Shaft	Schaltgetriebe sonstiges	0	0	0	Tec Doc
4905	Zahnrad, Hauptwelle	Gear, main shaft	Schaltgetriebe	Manual Transmission	Zahnrad	Gear	Hauptwelle	Main Shaft	Schaltgetriebe sonstiges	0	0	0	Tec Doc
1066	Zahnrad, Kurbelwelle	Gear, crankshaft	Motorsteuerung	Engine Timing	Zahnrad	Gear	Kurbelwelle	Crankshaft	Kurbeltrieb	0	0	0	Tec Doc
1067	Zahnrad, Nockenwelle	Gear, camshaft	Motorsteuerung	Engine Timing	Zahnrad	Gear	Nockenwelle	Camshaft	Motorblock sonstiges	0	0	0	Tec Doc
1622	Zahnrad, Ölpumpe	Gear, oil pump	Schmierung	Lubrication	Zahnrad	Gear	Ölpumpe	Oil Pump	Ölkreislauf	0	0	0	Tec Doc
8749	Zahnrad, Rückwärtsgang (Rücklaufrad)	Pulley, reverse gear	Schaltgetriebe	Manual Transmission	Zahnrad	Gear	Rückwärtsgang (Rücklaufrad)	Reverse Gear	Schaltgetriebe sonstiges	0	0	0	Tec Doc
8759	Zahnrad, Servopumpe	Gear, servo pump	Lenkung	Steering	Zahnrad	Gear	Hydraulikpumpe (Lenkung)	Hydraulic Pump (steering)	Lenkungsteile sonstiges	0	0	0	Tec Doc
2118	Zahnrad, Steuerkettenumlenkung	Gear, timing chain deflector	Motorsteuerung	Engine Timing	Zahnrad	Gear	Steuerkettenumlenkung	Timing Chain Deflection	Kurbeltrieb	0	0	0	Tec Doc
1068	Zahnrad, Verteilerwelle	Gear, distributor shaft	Motorsteuerung	Engine Timing	Zahnrad	Gear	Verteilerwelle	Distributor Shaft	Motorblock sonstiges	0	0	0	Tec Doc
4904	Zahnrad, Vorgelegewelle	Gear, countershaft	Schaltgetriebe	Manual Transmission	Zahnrad	Gear	Vorgelegewelle	Countershaft	Schaltgetriebe sonstiges	0	0	0	Tec Doc
3987	Zahnrad, Wasserpumpenwelle	Gear, water pump shaft	Kühlung	Cooling System	Zahnrad	Gear	Wasserpumpenwelle	Water Pump Shaft	Kühlkreislauf sonstiges	0	0	0	Tec Doc
