Genart-Nr	Genart-Desc-DE	Genart-Desc-EN	BauGruppe-DE	BauGruppe-EN	ART-Bezeichng-DE	ART-Bezeichng-EN	Verwendungszweck-DE	Verwendungszweck-EN	K24-Bezeichng	IsUniversalGenericArticle	IsDangerousGoods	IsHazardousSubstance	DataSupplier:Link
4515	Abzieher, Pumpe-Düse-Einheit	Puller, pump-injector unit	Werkzeug, fahrzeugspezifisch	Vehicle Specific Tools	Abzieher	Puller	Pumpe-Düse-Einheit	Pump-Nozzle Unit	Werkzeuge sonstiges	0	0	0	Tec Doc
4569	Abzieher, Radlagerinnenring	Puller, wheel bearing inner ring	Werkzeug, Universal	Tool, universal	Abzieher	Puller	Radlagerinnenring	Wheel Bearing Inner Ring	Handwerkzeuge	1	0	0	Tec Doc
9441	Abzieher, Radnabe	Puller, wheel hub	Spezialwerkzeug, Universal	Special Tools, universal	Abzieher	Puller	Radnabe	Wheel Hub	Handwerkzeuge	1	0	0	Tec Doc
4566	Abzieher, Radnabe	Puller, wheel hub	Werkzeug, fahrzeugspezifisch	Vehicle Specific Tools	Abzieher	Puller	Radnabe	Wheel Hub	Werkzeuge sonstiges	0	0	0	Tec Doc
9535	Abzieher, Riemenscheibe	Puller, belt pulley	Werkzeug, fahrzeugspezifisch	Vehicle Specific Tools	Abzieher	Puller	Riemenscheibe	Pulley	Werkzeuge sonstiges	0	0	0	Tec Doc
4823	Abzieher, Riemenscheibe	Puller, belt pulley	Werkzeug, Universal	Tool, universal	Abzieher	Puller	Riemenscheibe	Pulley	Handwerkzeuge	1	0	0	Tec Doc
9063	Abzieher, Spindelmutter	Puller, spindle nut	Werkzeug, Universal	Tool, universal	Abzieher	Puller	NULL	NULL	Handwerkzeuge	1	0	0	Tec Doc
4460	Abzieher, Wasserpumpenzahnrad	Puller, water pump gear	Werkzeug, fahrzeugspezifisch	Vehicle Specific Tools	Abzieher	Puller	Wasserpumpenzahnrad	Water Pump Gear	Werkzeuge sonstiges	0	0	0	Tec Doc
4883	Abzieher, Wischarm	Puller, wiper arm	Werkzeug, fahrzeugspezifisch	Vehicle Specific Tools	Abzieher	Puller	Wischarm	Wiper Arm	Werkzeuge sonstiges	0	0	0	Tec Doc
4882	Abzieher, Wischarm	Puller, wiper arm	Werkzeug, Universal	Tool, universal	Abzieher	Puller	Wischarm	Wiper Arm	Handwerkzeuge	1	0	0	Tec Doc
7717	Abzieher, Zündkerzenstecker	Puller, spark plug connector	Spezialwerkzeug, Universal	Special Tools, universal	Abzieher	Puller	Zündkerzenstecker	Spark Plug Head	Werkzeuge sonstiges	1	0	0	Tec Doc
8166	Abzieher, Zündspuleneinheit	Puller, ignition coil unit	Werkzeug, fahrzeugspezifisch	Vehicle Specific Tools	Abzieher	Puller	Zündspuleneinheit	Ignition coil unit	Werkzeuge sonstiges	0	0	0	Tec Doc
8167	Abzieher, Zündspuleneinheit	Puller, ignition coil unit	Spezialwerkzeug, Universal	Special Tools, universal	Abzieher	Puller	Zündspuleneinheit	Ignition coil unit	Handwerkzeuge	1	0	0	Tec Doc
7718	Abzieher, Zündspulenstecker	Puller, ignition coil plug	Spezialwerkzeug, Universal	Special Tools, universal	Abzieher	Puller	Zündspulenstecker	Ignition Coil Plug	Werkzeuge sonstiges	1	0	0	Tec Doc
4580	Abziehersatz	Puller Set	Werkzeug, Universal	Tool, universal	Abziehersatz	Puller Set	NULL	NULL	Handwerkzeuge	1	0	0	Tec Doc
10644	Abzieher-Satz	Puller set	Abziehwerkzeuge [Uni]	Abziehwerkzeuge [Uni]	Abziehwerkzeuge [Uni]	Abziehwerkzeuge [Uni]	NULL	NULL	Handwerkzeuge	1	0	0	DVSE
9368	Abziehersatz, Differential-Hauptwelle	Puller Set, differential main shaft	Werkzeug, fahrzeugspezifisch	Vehicle Specific Tools	Abziehersatz	Puller Set	Differential	Differential	Werkzeuge sonstiges	0	0	0	Tec Doc
9410	Abziehersatz, Getriebewelle	Puller Set, transmission shaft	Werkzeug, fahrzeugspezifisch	Vehicle Specific Tools	Abziehersatz	Puller Set	Getriebewelle	Transmission Shaft	Werkzeuge sonstiges	0	0	0	Tec Doc
6673	Abziehersatz, Kugellager	Puller Set, ball bearing	Werkzeug, Universal	Tool, universal	Abziehersatz	Puller Set	Kugellager	Ball Bearing	Handwerkzeuge	1	0	0	Tec Doc
8015	Abziehersatz, Nockenwellennabe	Puller Set, camshaft hub	Werkzeug, fahrzeugspezifisch	Vehicle Specific Tools	Abziehersatz	Puller Set	Nockenwellennabe	Camshaft Hub	Werkzeuge sonstiges	0	0	0	Tec Doc
4452	Abziehersatz, Nockenwellenrad	Puller Set, camshaft gear	Werkzeug, fahrzeugspezifisch	Vehicle Specific Tools	Abziehersatz	Puller Set	Nockenwellenrad	Cam Gear	Werkzeuge sonstiges	0	0	0	Tec Doc
7259	Abziehersatz, Radlagerinnenring	Puller Set, wheel bearing inner ring	Spezialwerkzeug, Universal	Special Tools, universal	Abziehersatz	Puller Set	Radlagerinnenring	Wheel Bearing Inner Ring	Werkzeuge sonstiges	1	0	0	Tec Doc
4871	Abziehersatz, Riemenscheibe	Puller Set, pulley	Werkzeug, fahrzeugspezifisch	Vehicle Specific Tools	Abziehersatz	Puller Set	Riemenscheibe	Pulley	Werkzeuge sonstiges	0	0	0	Tec Doc
4870	Abziehersatz, Riemenscheibe	Puller Set, pulley	Werkzeug, Universal	Tool, universal	Abziehersatz	Puller Set	Riemenscheibe	Pulley	Werkzeuge sonstiges	1	0	0	Tec Doc
9409	Abziehersatz, Rollenlager	Puller Set, roller bearing	Werkzeug, fahrzeugspezifisch	Vehicle Specific Tools	Abziehersatz	Puller Set	Rollenlager	Roller Bearing	Werkzeuge sonstiges	0	0	0	Tec Doc
6682	Abziehersatz, Wischarm	Puller Set, wiper arm	Werkzeug, Universal	Tool, universal	Abziehersatz	Puller Set	Wischarm	Wiper Arm	Handwerkzeuge	1	0	0	Tec Doc
8165	Abziehersatz, Zündspulenstecker	Puller Set, spark plug connector	Werkzeug, fahrzeugspezifisch	Vehicle Specific Tools	Abzieher	Puller	Zündspulenstecker	Ignition Coil Plug	Werkzeuge sonstiges	0	0	0	Tec Doc
6925	Abziehglocke, Montagewerkzeug (Radnabe/Radlager)	Puller Bell, installation tool (wheel hub / wheel bearing)	Spezialwerkzeug, Universal	Special Tools, universal	Abziehglocke	Puller Bell	Radlager-Montagewerkzeug	Wheel Bearing Installation Tool	Werkzeuge sonstiges	1	0	0	Tec Doc
6676	Abziehvorrichtung, Trennmesser	Puller Device, ripping knife	Werkzeug, Universal	Tool, universal	Abziehvorrichtung	Puller	Trennmesser	Ripping Knife	Handwerkzeuge	1	0	0	Tec Doc
300278	Abzweigverbinder	Branch connector	Elektrische Universalteile	Electric Universal Parts	Abzweigverbinder	NULL	Leitungsverbinder	Cable Connector	Installationsmaterial	1	0	0	K24
5242	Achs-/Gelenkspieltester	Axle/Joint Play Detector	Werkstattausrüstung	Workshop Equipment	Achs-/Gelenkspieltester	Axle/Joint Play Detector	NULL	NULL	Prüf- und Testgeräte	1	0	0	Tec Doc
11203	Achse	Axle	NULL	NULL	Achse	Axle	NULL	NULL	Achsschenkel, Radaufhängung	0	0	0	DVSE
3038	Achsfangseil	Cable, axle support	Federung/Dämpfung	Suspension/Damping	Seil	Cable	Achsfangseil	Axle Support Cable	Federung sonstiges	0	0	0	Tec Doc
3523	Achsführung	Axle Guide	Radaufhängung	Wheel Suspension	Grafik	Graphic	Achsführung	Axle Guide	Fahrwerk sonstiges	0	0	0	Tec Doc
3226	Achsgetriebeöl	Axle Gear Oil	Achsantrieb	Axle Drive	Öl	Oil	Achsgetriebe	Axle Gear	Getriebe & Hydrauliköle	0	0	1	Tec Doc
4779	Achsgetriebeöl	Axle Gear Oil	Chemische Produkte	Chemical Products	Öl	Oil	Achsgetriebe	Axle Gear	Getriebe & Hydrauliköle	1	0	1	Tec Doc
10854	Achshebel, universal	Axle lever, Universal	Werkzeuge Achse / Gelenkwelle	Werkzeuge Achse / Gelenkwelle	Achshebel	Achshebel	NULL	NULL	Werkzeuge sonstiges	1	0	0	DVSE
395	Achskörper	Axle Beam	Radaufhängung	Wheel Suspension	Achskörper	Axle Beam	NULL	NULL	Achskörper	0	0	0	Tec Doc
10876	Achsmanschetten-Klemmzange (Drehmoment)	Axle boot clamping tongs	Werkzeuge Achse / Gelenkwelle	Werkzeuge Achse / Gelenkwelle	Achsmanschetten-Spannzange	Achsmanschetten-Spannzange	NULL	NULL	Handwerkzeuge	1	0	0	DVSE
10860	Achsmanschetten-Spannzange	Axle boot clamping tongs (Torque)	Werkzeuge Achse / Gelenkwelle	Werkzeuge Achse / Gelenkwelle	Achsmanschetten-Spannzange	Achsmanschetten-Spannzange	NULL	NULL	Handwerkzeuge	1	0	0	DVSE
2077	Achsmodulator	Axle Modulator	Druckluftanlage	Compressed-air System	Druckmodulator	Pressure Modulator	Bremsdruck	Brake Pressure	Druckluftanlage sonstiges	0	0	0	Tec Doc
3290	Achsmutter	Axle Nut	NULL	NULL	Mutter	Nut	Achsmutter	Axle Nut	Antrieb sonstiges	0	0	0	Tec Doc
1590	Achsmutter, Antriebswelle	Axle Nut, drive shaft	Radantrieb	Final Drive	Mutter	Nut	Antriebswelle	Drive Shaft	Antrieb sonstiges	0	0	0	Tec Doc
5790	Achsmutterschlüssel	Axle Nut Wrench	Werkzeug, fahrzeugspezifisch	Vehicle Specific Tools	Achsmutter	Axle Nut	Achsmutter	Axle Nut	Werkzeuge sonstiges	0	0	0	Tec Doc
7209	Achsmutterschlüssel	Axle Nut Wrench	Spezialwerkzeug, Universal	Special Tools, universal	Schlüssel	Key	Achsmutter	Axle Nut	Werkzeuge sonstiges	1	0	0	Tec Doc
7329	Achsmutterschlüssel-Satz	Axle Nut Wrench Set	Spezialwerkzeug, Universal	Special Tools, universal	Schlüsselsatz	Key Set	Achsmutter	Axle Nut	Werkzeuge sonstiges	1	0	0	Tec Doc
1159	Achsschenkel, Radaufhängung	Steering Knuckle, wheel suspension	Radaufhängung	Wheel Suspension	Achsschenkel	Steering Knuckle	NULL	NULL	Fahrwerk sonstiges	0	0	0	Tec Doc
34	Achsschenkelbolzen	Stub Axle Pins	Radaufhängung	Wheel Suspension	Bolzen	Bolt	Achsschenkel	Steering Knuckle	Fahrwerk sonstiges	0	0	0	Tec Doc
5348	Achsschenkelbolzenpresse	Kingpin Press	Werkstattausrüstung	Workshop Equipment	Achsschenkelbolzenpresse	Kingpin Press	Werkstattpressen	Workshop Presses	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
8944	Achsschenkelbolzensatz	Axle Kingpin Set	Radaufhängung	Wheel Suspension	Bolzensatz	Bolt Kit	Achsschenkel	Steering Knuckle	Achsschenkel, Radaufhängung	0	0	0	Tec Doc
3537	Achsschenkellagerung	Stub Axle Mounting	Radaufhängung	Wheel Suspension	Grafik	Graphic	Achsschenkellagerung	Stub Axle Mounting	Fahrwerk sonstiges	0	0	0	Tec Doc
2064	Achsschraube, Antriebswelle	Axle Bolt, drive shaft	Radantrieb	Final Drive	Schraube	Screw	Antriebswelle	Drive Shaft	Antrieb sonstiges	0	0	0	Tec Doc
4001	Achsstern, Ausgleichskegelrad-Differential	Universal Joint, differential pinion gear	Achsantrieb	Axle Drive	Achsstern	Universal Joint	Ausgleichskegelrad-Differential	Differential Pinion Gear	Differential sonstiges	0	0	0	Tec Doc
4929	Achszapfen, Achskörper	Kingpin, axle beam	Radaufhängung	Wheel Suspension	Achszapfen	Kingpin	Achskörper	Axle Beam	Fahrwerk sonstiges	0	0	0	Tec Doc
10658	Adapter	Adaptor	Steckschlüssel	Steckschlüssel	Steckschlüssel	Steckschlüssel	NULL	NULL	Handwerkzeuge	1	0	0	DVSE
10882	Adapter (Bremskolben-Rückstellwerkzeug)	Adapter, Brake caliper wind back tool	Bremsendienst	Bremsendienst	Adapter (Bremskolben-Rückstellwerkzeug)	Adapter (Bremskolben-Rückstellwerkzeug)	NULL	NULL	Handwerkzeuge	1	0	0	DVSE
7272	Adapter, Antennenkabel	Adapter, antenna cable	Kommunikations-/Informationssysteme, Universal	Communication/ Information Systems, universal	Adapter	Adaptor	Antennenkabel	Aerial Cable	Car Hifi & Multimedia	1	0	0	Tec Doc
7271	Adapter, Antennenkabel	Adapter, antenna cable	Kommunikations-/Informationssysteme	Communication / Information Systems	Adapter	Adaptor	Antennenkabel	Aerial Cable	Car Hifi & Multimedia	0	0	0	Tec Doc
7071	Adapter, Arretierwerkzeug (Steuerzeiten)	Adapter, locking tool (control times)	Werkzeug, fahrzeugspezifisch	Vehicle Specific Tools	Adapter	Adaptor	Arretierwerkzeug (Steuerzeiten)	Locking Tool (control times)	Werkzeuge sonstiges	0	0	0	Tec Doc
7070	Adapter, Arretierwerkzeug (Steuerzeiten)	Adapter, locking tool (control times)	Spezialwerkzeug, Universal	Special Tools, universal	Adapter	Adaptor	Arretierwerkzeug (Steuerzeiten)	Locking Tool (control times)	Werkzeuge sonstiges	1	0	0	Tec Doc
8773	Adapter, Aufnahme	Adapter, mounting	Spezialwerkzeug, Universal	Special Tools, universal	Adapter	Adaptor	NULL	NULL	Werkzeuge sonstiges	1	0	0	Tec Doc
7379	Adapter, Behälter (Bremsflüssigkeitsbefüllung)	Adapter, container (brake fluid filling)	Spezialwerkzeuge, Zweirad-Universal	Special Tools, motorcycle, universal	Adapter	Adaptor	Behälter (Bremsflüssigkeitsbefüllung)	Container (brake fluid filling)	Werkzeuge sonstiges	1	0	0	Tec Doc
5847	Adapter, Bördelgerät	Adapter, flaring tool	Werkzeug, Universal	Tool, universal	Adapter	Adaptor	Bördelgerät	Bordering Tool	Handwerkzeuge	1	0	0	Tec Doc
3192	Adapter, Bremsleitung	Adapter, brake lines	Bremsanlage	Braking System	Adapter	Adaptor	Bremsleitung	Brake Lines	Bremshydraulik	0	0	0	Tec Doc
2315	Adapter, Bremsleitung	Adapter, brake lines	Normteile	Standard Parts	Adapter	Adaptor	Bremsleitung	Brake Lines	DIN / Normteile sonstiges	1	0	0	Tec Doc
5016	Adapter, Bremslichtschalter	Adapter, brake lamp switch	Signalanlage	Signal System	Adapter	Adaptor	Bremslichtschalter	Brake Light Switch	elektrische Bauteile sonstiges	0	0	0	Tec Doc
2536	Adapter, Bremssattelkolben-Rückstellwerkzeug	Adaptor, brake caliper reset tool	Werkzeug, Universal	Tool, universal	Adapter	Adaptor	Bremssattelkolben-Rückstellwerkzeug	Reset Tool, brake caliper piston	Werkzeuge sonstiges	1	0	0	Tec Doc
8804	Adapter, Bremssattelkolben-Rückstellwerkzeug	Adaptor, brake caliper reset tool	Werkzeug, fahrzeugspezifisch	Vehicle Specific Tools	Adapter	Adaptor	Bremssattelkolben-Rückstellwerkzeug	Reset Tool, brake caliper piston	Werkzeuge sonstiges	0	0	0	Tec Doc
9173	Adapter, Bürstenband	Adapter, brush strap	Werkstattausrüstung	Workshop Equipment	Adapter	Adaptor	Multi-Schleifer	Multi-grinder	DIN / Normteile sonstiges	1	0	0	Tec Doc
8876	Adapter, Common-Rail-Injektor-Prüfgerät	Adapter, common rail injector tester	Werkzeug, Universal	Tool, universal	Adapter	Adaptor	Common-Rail-Injektor-Prüfgerät	Common Rail Injector Tester	Prüf- und Testgeräte	1	0	0	Tec Doc
4914	Adapter, Crimpzange	Adapter, crimping pliers	Werkzeug, Universal	Tool, universal	Adapter	Adaptor	Crimpzange	Crimping Pliers	Handwerkzeuge	1	0	0	Tec Doc
6087	Adapter, Dachträger	Adapter, roof rack	Transportvorrichtung, Universal	Carrier Unit, Universal	Adapter	Adaptor	Dachträger	Roof Rack	Transportsysteme Montage	1	0	0	Tec Doc
4520	Adapter, Demontagewerkzeug (CR-Injektor)	Adapter, CR injector disassembly tool	Werkzeug, fahrzeugspezifisch	Vehicle Specific Tools	Adapter	Adaptor	Demontagewerkzeug (CR-Injektor)	Disassembly Tool, CR injector	Werkzeuge sonstiges	0	0	0	Tec Doc
9439	Adapter, Demontagewerkzeug-Achsschenkelbolzen	Adapter, kingpin disassembly tool	Spezialwerkzeug, Universal	Special Tools, universal	Adapter	Adaptor	Demontagewerkzeug-Achsschenkelbolzen	Kingpin Disassembly Tool	Werkzeuge sonstiges	1	0	0	Tec Doc
9175	Adapter, Doppel-Eliminatorscheibe	Adapter, double eliminator disc	Werkstattausrüstung	Workshop Equipment	Adapter	Adaptor	Multi-Schleifer	Multi-grinder	DIN / Normteile sonstiges	1	0	0	Tec Doc
5895	Adapter, Druckplatte-Federspanner	Adapter, pressure plate spring compressor	Spezialwerkzeug, Universal	Special Tools, universal	Adapter	Adaptor	Druckplatte-Federspanner	Pressure Plate Spring Compressor	Werkzeuge sonstiges	1	0	0	Tec Doc
8512	Adapter, Druckplatte-Federspanner	Adapter, pressure plate spring compressor	Werkzeug, fahrzeugspezifisch	Vehicle Specific Tools	Adapter	Adaptor	Druckplatte-Federspanner	Pressure Plate Spring Compressor	Werkzeuge sonstiges	0	0	0	Tec Doc
4836	Adapter, Druckschalter	Adapter, pressure switch	Druckluftanlage	Compressed-air System	Adapter	Adaptor	Druckschalter	Pressure Switch	Schalter Innenraum	0	0	0	Tec Doc
9174	Adapter, Einzel-Eliminatorscheibe	Adapter, single eliminator disc	Werkstattausrüstung	Workshop Equipment	Adapter	Adaptor	Multi-Schleifer	Multi-grinder	DIN / Normteile sonstiges	1	0	0	Tec Doc
9177	Adapter, Einziehwerkzeug (Antriebswelle)	Adapter, draw-in tool (drive shaft)	Werkzeug, fahrzeugspezifisch	Vehicle Specific Tools	Adapter	Adaptor	Einziehwerkzeug (Antriebswelle)	Draw-in Tool (drive shaft)	Werkzeuge sonstiges	0	0	0	Tec Doc
1665	Adapter, Elektrowendel	Adaptor, electric filament	Elektrische Universalteile	Electric Universal Parts	Adapter	Adaptor	Elektrowendel	Electric Coiled Cable	Installationsmaterial	1	0	0	Tec Doc
5515	Adapter, Entlüftungsschlauch (Bremssystementlüftung)	Adapter, brakes bleeder hose	Werkstattausrüstung	Workshop Equipment	Adapter	Adaptor	Entlüftungsschlauch (Bremssystementlüftung)	Bleeder Hose (brake system)	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
8662	Adapter, Fasscontainer	Adapter, barrel container	Werkstattausrüstung	Workshop Equipment	Adapter	Adaptor	NULL	NULL	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
8468	Adapter, Federspanner	Adapter, spring compressor	Werkzeug, fahrzeugspezifisch	Vehicle Specific Tools	Adapter	Adaptor	Federspanner	Spring Compressor	Werkzeuge sonstiges	0	0	0	Tec Doc
5893	Adapter, Federspanner	Adapter, spring compressor	Spezialwerkzeug, Universal	Special Tools, universal	Adapter	Adaptor	Federspanner	Spring Compressor	Werkzeuge sonstiges	1	0	0	Tec Doc
4892	Adapter, Fettkartusche	Adapter, grease cartridge	Verarbeitungsgeräte	Machining Equipment	Adapter	Adaptor	Fettkartusche	Grease Cartridge	Werkzeugverbrauchsmaterial	1	0	0	Tec Doc
9918	Adapter, Fettpresse	Adapter, grease gun	Werkstattausrüstung	Workshop Equipment	Adapter	Adaptor	Fettpresse	Grease Gun	Prüf- und Testgeräte	1	NULL	NULL	Tec Doc
7013	Adapter, Gleithammer	Adapter, slide hammer	Werkzeug, Universal	Tool, universal	Adapter	Adaptor	Gleithammer	Slide Hammer	Handwerkzeuge	1	0	0	Tec Doc
1203	Adapter, Heckträger	Adapter, rear rack	Transportvorrichtung	Carriers	Adapter	Adaptor	Heckträger	Rear Rack	Transportsysteme Montage	0	0	0	Tec Doc
5389	Adapter, Kältemittelflasche	Adapter, refrigerant bottle	Werkstattausrüstung	Workshop Equipment	Adapter	Adaptor	Kältemittelflasche	Refrigerant Bottle	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
7406	Adapter, Kamerasonde (Videoendoskop)	Adapter, camera probe (videoscope)	Werkzeug, Universal	Tool, universal	Adapter	Adaptor	Kamerasonde (Videoendoskop)	Camera Probe (video endoscope)	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
2925	Adapter, Klimaservicegerät	Adapter, air conditioning service unit	Werkstattgeräte	Workshop Devices	Adapter	Adaptor	Klimaservicegerät	Service Unit, air conditioner	Klimaservice	1	0	0	Tec Doc
8871	Adapter, Kompressionsdruckprüfer	Adapter, compression pressure tester	Spezialwerkzeug, Universal	Special Tools, universal	Adapter	Adaptor	Kompressionsdruckprüfer	Compression Pressure Tester	Werkzeuge sonstiges	1	0	0	Tec Doc
5871	Adapter, Kühlsystemdruckprüfset	Adapter, cooling system pressure test set	Spezialwerkzeug, Universal	Special Tools, universal	Adapter	Adaptor	Kühlsystemdruckprüfset	Cooling System Pressure Test Set	Werkzeuge sonstiges	1	0	0	Tec Doc
7251	Adapter, Kühlsystemdruckprüfset	Adapter, cooling system pressure test set	Werkzeug, fahrzeugspezifisch	Vehicle Specific Tools	Adapter	Adaptor	Kühlsystemdruckprüfset	Cooling System Pressure Test Set	Werkzeuge sonstiges	0	0	0	Tec Doc
2743	Adapter, Kupplungsgeberzylinder	Adapter, clutch master cylinder	Kupplung	Clutch	Adapter	Adaptor	Geberzylinder	Master Cylinder	Kupplung sonstiges	0	0	0	Tec Doc
9154	Adapter, Kupplungszentrierwerkzeug	Adapter, clutch centring tool	Spezialwerkzeug, Universal	Special Tools, universal	Adapter	Adaptor	Kupplung	Clutch	Werkzeuge sonstiges	1	0	0	Tec Doc
1391	Adapter, Lambdasonde	Adapter, lambda sensor	Abgasanlage	Exhaust System	Adapter	Adaptor	Lambdasonde	Lambda Sensor	Abgasanlage sontiges	0	0	0	Tec Doc
6132	Adapter, Lochsäge	Adapter, keyhole saw	Werkzeug, Universal	Tool, universal	Adapter	Adaptor	Lochsäge	Keyhole Saw	Werkzeuge sonstiges	1	0	0	Tec Doc
9544	Adapter, Meißelhammer	Adapter, demolition hammer	Werkzeug, Universal	Tool, universal	Adapter	Adaptor	Meißelhammer	Chisel Hammer	Handwerkzeuge	1	0	0	Tec Doc
5864	Adapter, Montagevorrichtung (Motor-/Getriebeeinheit)	Adapter, mounting device (engine/transmission unit)	Werkstattausrüstung	Workshop Equipment	Adapter	Adaptor	Montagevorrichtung (Motor-/Getriebeeinheit)	Mounting Device (engine/transmission unit)	Werkstattaus-/einrichtung sonstiges	1	0	0	Tec Doc
5849	Adapter, Montagewerkzeug (Radnabe/Radlager)	Adapter, mounting device (wheel hub/wheel bearing)	Werkzeug, Universal	Tool, universal	Adapter	Adaptor	Montagewerkzeug (Radnabe/Radlager)	Mounting Device (wheel hub/wheel bearing)	Handwerkzeuge	1	0	0	Tec Doc
7991	Adapter, Montagewerkzeug (Radnabe/Radlager)	Adapter, mounting device (wheel hub/wheel bearing)	Werkzeug, fahrzeugspezifisch	Vehicle Specific Tools	Adapter	Adaptor	Montagewerkzeug (Radnabe/Radlager)	Mounting Device (wheel hub/wheel bearing)	Werkzeuge sonstiges	0	0	0	Tec Doc
7218	Adapter, Montagewerkzeug Silentlager	Adapter, installation tool, silent bearing	Spezialwerkzeug, Universal	Special Tools, universal	Adapter	Adaptor	Montagewerkzeug Silentlager	Installation Tool, silent bearing	Werkzeuge sonstiges	1	0	0	Tec Doc
7219	Adapter, Montagewerkzeug Silentlager	Adapter, installation tool, silent bearing	Werkzeug, fahrzeugspezifisch	Vehicle Specific Tools	Adapter	Adaptor	Montagewerkzeug Silentlager	Installation Tool, silent bearing	Werkzeuge sonstiges	0	0	0	Tec Doc
7024	Adapter, Montagewerkzeug Trag-/Führungsgelenk	Adapter, installation tool ball joint	Spezialwerkzeug, Universal	Special Tools, universal	Adapter	Adaptor	Montagewerkzeug Trag-/Führungsgelenk	Ball Joint Mounting Tools	Werkzeuge sonstiges	1	0	0	Tec Doc
9916	Adapter, Montagewerkzeug-Abflussventil	Adapter, drain valve installation tool	Werkzeug, Universal	Tool, universal	Adapter	Adaptor	Montagewerkzeug-Abflussventil	Drain Valve	Prüf- und Testgeräte	1	NULL	NULL	Tec Doc
9448	Adapter, Montagewerkzeug-Kupplung/Schwungrad	Adapter, mounting device for clutch/flywheel	Werkzeug, fahrzeugspezifisch	Vehicle Specific Tools	Adapter	Adaptor	Montagewerkzeug-Kupplung/Schwungrad	Mounting Device for Clutch/Flywheel	Werkzeuge sonstiges	0	0	0	Tec Doc
9290	Adapter, Öldruckprüfgerät	Adapter, oil pressure tester	Spezialwerkzeug, Universal	Special Tools, universal	Adapter	Adaptor	Öldruckprüfgerät	Oil Pressure Tester	Prüf- und Testgeräte	1	0	0	Tec Doc
5015	Adapter, Öldruckschalter	Adapter, oil pressure switch	Schmierung	Lubrication	Adapter	Adaptor	Öldruckschalter	Oil Pressure Switch	Ölkreislauf	0	0	0	Tec Doc
6927	Adapter, Öl-Einfülltrichter	Adapter, oil filling funnel	Spezialwerkzeug, Universal	Special Tools, universal	Adapter	Adaptor	Öl-Einfülltrichter	Oil Filler Funnel	Werkzeuge sonstiges	1	0	0	Tec Doc
7938	Adapter, Ratschen-Ringschlüssel	Adapter, ratchet ring wrench	Werkzeug, Universal	Tool, universal	Adapter	Adaptor	Steckschlüssel	Socket	Handwerkzeuge	1	0	0	Tec Doc
