Genart-Nr;Genart-DE;Genart-EN;Subcategory;Std-Desc;AssemblyGroup-DE;AssemblyGroup-EN;IsUniversalGenericArticle;IsDangerousGoods;IsHazardousSubstance
5995;Reparatursatz, Fahrpedal;Repair Set, accelerator pedal;Innenraum sontiges;Reparatursatz;Luftversorgung;Air Supply;0;0;0
1632;Reparatursatz, Federbeinstützlager;Repair Kit, suspension strut;Federbeinlager;Reparatursatz;Radaufhängung;Wheel Suspension;0;0;0
643;Reparatursatz, Federbolzen;Repair Kit, spring bolt;Federung sonstiges;Reparatursatz;Federung/Dämpfung;Suspension/Damping;0;0;0
3048;Reparatursatz, Federbolzen-Lasche;Repair Kit, spring pin shackle;Federung sonstiges;Reparatursatz;Federung/Dämpfung;Suspension/Damping;0;0;0
4030;Reparatursatz, Federlager-Rahmen;Repait Kit, spring bearing frame;Federung sonstiges;Reparatursatz;Federung/Dämpfung;Suspension/Damping;0;0;0
7234;Reparatursatz, Federspanner;Repair Set, spring compressor;Werkzeuge sonstiges;Reparatursatz;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
11435;Reparatursatz, Federwippe;Repair set, spring rocker;Zubehör sonstiges;Reparatursatz, Federwippe;NULL;NULL;0;0;0
7992;Reparatursatz, Fensterheber;Repair Set, window regulator;Fensterheber;Reparatursatz;Komfortsysteme, Universal;Comfort Systems, universal;1;0;0
6328;Reparatursatz, Fensterheber;Repair Set, window regulator;Fensterheber;Reparatursatz;Komfortsysteme;Comfort Systems;0;0;0
3418;Reparatursatz, Feststellbremshebel (Bremssattel);Repair Kit, parking brake handle (brake caliper);Bremssattel Einzelteile;Reparatursatz;Bremsanlage;Braking System;0;0;0
2749;Reparatursatz, Feststellbremswelle;Repair Kit, parking brake shaft;Bremssattel Einzelteile;Reparatursatz;Bremsanlage;Braking System;0;0;0
11263;Reparatursatz, Fettwechsel;Repair kit, grease change;Zubehör sonstiges;Reparatursatz, Fettwechsel;NULL;NULL;0;0;0
780;Reparatursatz, Führungsbolzen;Repair Kit, guide bolt;Fahrwerk sonstiges;Reparatursatz;Radaufhängung;Wheel Suspension;0;0;0
60124;Reparatursatz, Führungsschiene (Schiebetür);Repair Kit, guide rail (sliding door);NULL;Reparatursatz;Karosserie;Body;0;NULL;NULL
769;Reparatursatz, Führungsstrebe;Repair Kit, guide strut;Fahrwerk sonstiges;Reparatursatz;Radaufhängung;Wheel Suspension;0;0;0
9075;Reparatursatz, Gelenkgriff;Repair Kit, bar with universal joint;Handwerkzeuge;Reparatursatz;Werkzeug, Universal;Tool, universal;1;0;0
4838;Reparatursatz, Gelenkwellenmittellager;Repair Set, cardan shaft centre bearing;Kardanwelle / -teile;Reparatursatz;Achsantrieb;Axle Drive;0;0;0
2269;Reparatursatz, Generator;Repair Kit, alternator;Lichtmaschinen Einzelteile;Reparatursatz;Generator;Alternator;0;0;0
4972;Reparatursatz, Generatorgleichrichter;Repair Set, alternator rectifier;Lichtmaschinen Einzelteile;Reparatursatz;Generator;Alternator;0;0;0
4982;Reparatursatz, Generatorklemme;Repair Set, alternator clamp;Lichtmaschinen Einzelteile;Reparatursatz;Generator;Alternator;0;0;0
4971;Reparatursatz, Generatorstator;Repair Set, alternator stator;Lichtmaschinen Einzelteile;Reparatursatz;Generator;Alternator;0;0;0
2721;Reparatursatz, Gestängesteller;Repair Kit, adjuster;Bremsenteile sonstiges;Reparatursatz;Bremsanlage;Braking System;0;0;0
8642;Reparatursatz, Gewinde;Repair Set, thread;Handwerkzeuge;Reparatursatz;Werkzeug, Universal;Tool, universal;1;0;0
615;Reparatursatz, Handförderpumpe;Repair Kit, hand feed pump;Gemischaufbereitung sonstiges;Reparatursatz;Kraftstoffförderanlage;Fuel Supply System;0;0;0
276;Reparatursatz, Hauptbremszylinder;Repair Kit, brake master cylinder;Bremszylinder;Reparatursatz;Bremsanlage;Braking System;0;0;0
6327;Reparatursatz, Hauptscheinwerfer;Repair Kit, headlight;Beleuchtung sonstiges;Reparatursatz;Beleuchtung;Lights;0;0;0
7993;Reparatursatz, Hauptscheinwerfer;Repair Kit, headlight;Beleuchtung sonstiges;Reparatursatz;Beleuchtung, Universal;Lighting System, universal;1;0;0
9810;Reparatursatz, Hauptscheinwerfer (Halter);Repair Kit, headlight (bracket);Handwerkzeuge;Reparatursatz;Beleuchtung;Lights;0;0;0
1833;Reparatursatz, Heckscheibenheizdraht;Repair Kit, rear windscreen heater wire;Scheibenzubehör;Reparatursatz;Chemische Produkte;Chemical Products;1;0;1
20809;Reparatursatz, Heizung;Repair Kit, Heater;Heizung & Klima sonstiges;Reparatursatz, Heizung;NULL;NULL;0;0;0
4285;Reparatursatz, Hohlrad-Starter (Planetengetriebe);Repair Kit, internal gear (planetary drive);Anlasser Einzelteile;Reparatursatz;Startanlage;Starter System;0;0;0
4031;Reparatursatz, Hubzylinder-Liftachse;Repair Kit, lift arm tilt cylinder;Fahrwerk sonstiges;Reparatursatz;Radaufhängung;Wheel Suspension;0;0;0
2282;Reparatursatz, Hydraulikaggregat;Repair Kit, hydraulic unit;Bremshydraulik;Reparatursatz;Bremsanlage;Braking System;0;0;0
8247;Reparatursatz, Hydraulikpumpe (Lenkung);Repair Kit, hydraulic pump (steering);Lenkungsteile sonstiges;Reparatursatz;Lenkung;Steering;0;0;0
4321;Reparatursatz, Kabelsatz;Repair Set, harness;Kabel/Kabelsätze;Reparatursatz;Beleuchtung;Lights;0;0;0
4809;Reparatursatz, Kabelsatz;Repair Set, harness;Kabel/Kabelsätze;Reparatursatz;Beleuchtung, Universal;Lighting System, universal;1;0;0
4810;Reparatursatz, Kabelsatz;Repair Set, harness;Kabel/Kabelsätze;Reparatursatz;Komfortsysteme, Universal;Comfort Systems, universal;1;0;0
6280;Reparatursatz, Kabelschere;Repair Set, cable shears;Handwerkzeuge;Reparatursatz;Werkzeug, Universal;Tool, universal;1;0;0
4067;Reparatursatz, Kipppumpe;Repair Kit, tilt pump;Fahrerhaus sonstiges;Reparatursatz;Fahrerhaus;Driver Cab;0;0;0
4066;Reparatursatz, Kippzylinder;Repair Kit, tilt cylinder;Fahrerhaus sonstiges;Reparatursatz;Fahrerhaus;Driver Cab;0;0;0
4064;Reparatursatz, Klimaanlage;Repair Kit, air conditioning;Einzel- und Kleinteile Heizung & Klima;Reparatursatz;Klimaanlage;Air Conditioning;0;0;0
4668;Reparatursatz, Kolben/Zylinderlaufbuchse;Repair Set, piston/sleeve;Kurbeltrieb;Reparatursatz;Kurbeltrieb;Crankshaft Drive;0;0;0
334;Reparatursatz, Kompressor;Repair Kit, compressor;Druckluftanlage sonstiges;Reparatursatz;Druckluftanlage;Compressed-air System;0;0;0
9649;Reparatursatz, Kraftstofffiltergehäuse;Repair Kit, fuel filter housing;Gemischaufbereitung sonstiges;Reparatursatz;Kraftstoffförderanlage;Fuel Supply System;0;0;0
613;Reparatursatz, Kraftstoffpumpe;Repair Kit, fuel pump;Kraftstoffpumpen;Reparatursatz;Kraftstoffförderanlage;Fuel Supply System;0;0;0
26032;Reparatursatz, Kühlerschlauch;rep set air cooler;Werkzeuge sonstiges;Reparatursatz;Reparatursätze;Reparatursätze;1;0;0
1834;Reparatursatz, Kunststoffreparatur;Repair Kit, plastics repair;Kleben & Dichten;Reparatursatz;Chemische Produkte;Chemical Products;1;0;1
8752;Reparatursatz, Kupplungsbetätigung (Übertragungsteile);Repair Set, clutch control (transfer parts);Kupplung sonstiges;Reparatursatz;Kupplung;Clutch;0;0;0
621;Reparatursatz, Kupplungsgeberzylinder;Repair Kit, clutch master cylinder;Kupplung sonstiges;Reparatursatz;Kupplung;Clutch;0;0;0
8725;Reparatursatz, Kupplungskopf;Repair Set, coupling head;Anhängevorrichtungen sonstiges;Reparatursatz;Anhängevorrichtung, Universal;Towbar, universal;1;0;0
622;Reparatursatz, Kupplungsnehmerzylinder;Repair Kit, clutch slave cylinder;Kupplung sonstiges;Reparatursatz;Kupplung;Clutch;0;0;0
2395;Reparatursatz, Kupplungsverstärker;Repair Kit, clutch booster;Druckluftanlage sonstiges;Reparatursatz;Druckluftanlage;Compressed-air System;0;0;0
5160;Reparatursatz, Kurbelgehäuseentlüftung;Repair Set, crankcase breather;Kurbeltrieb;Reparatursatz;Kurbelgehäuse;Crankcase;0;0;0
4974;Reparatursatz, Lader;Repair Kit, charger;Turbolader Montagesatz;Reparatursatz;Luftversorgung;Air Supply;0;0;0
8745;Reparatursatz, Lagerbock-Nockenwelle;Repair Set, camshaft bearing bracket;Handwerkzeuge;Reparatursatz;Motorsteuerung;Engine Timing;0;0;0
60139;Reparatursatz, Lamellenkupplungspumpe (Allradantrieb);Repair set, multi-plate clutch pump (all-wheel-drive);NULL;Reparatursatz;Achsantrieb;Axle Drive;0;NULL;NULL
4029;Reparatursatz, Last-/Leerventil;Repair Kit, Load-/empty valve;Druckluftanlage sonstiges;Reparatursatz;Druckluftanlage;Compressed-air System;0;0;0
2473;Reparatursatz, Lenker;Repair Kit, link;Querlenkerlager;Reparatursatz;Radaufhängung;Wheel Suspension;0;0;0
3080;Reparatursatz, Lenkgetriebe;Repair Kit, steering gear;Lenkungsteile sonstiges;Reparatursatz;Lenkung;Steering;0;0;0
5996;Reparatursatz, Lenksäule;Repair Set, steering column;Lenksäule/-einzelteile;Reparatursatz;Lenkung;Steering;0;0;0
5912;Reparatursatz, Lichtwellenleiter;Repair Kit, optic fibre cable;Werkzeuge sonstiges;Reparatursatz;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
4018;Reparatursatz, Luftfederventil;Repair Kit, air spring valve;Luftfederung;Reparatursatz;Druckluftanlage;Compressed-air System;0;0;0
2441;Reparatursatz, Lufttrockner;Repair Kit, air dryer;Druckluftanlage sonstiges;Reparatursatz;Druckluftanlage;Compressed-air System;0;0;0
60079;Reparatursatz, Mechatronik (Automatikgetriebe);Repair Kit, mechatronics (automatic transmission);Werkzeuge sonstiges;Reparatursatz;Automatikgetriebe;Automatic Transmission;0;NULL;NULL
9076;Reparatursatz, Nadelentroster (Druckluft);Repair Kit, needle scaler (compressed air);Druckluftwerkzeuge;Reparatursatz;Werkzeug, Universal;Tool, universal;1;0;0
9588;Reparatursatz, Nockenwellenverstellung;Repair Kit, camshaft adjustment;Handwerkzeuge;Reparatursatz;Motorsteuerung;Engine Timing;0;0;0
4545;Reparatursatz, Ölablassschraubengewinde;Repair Kit, oil drain plug thread;Handwerkzeuge;Reparatursatz;Werkzeug, Universal;Tool, universal;1;0;0
8254;Reparatursatz, Ölpumpe;Repair Kit, oil pump;Ölkreislauf;Reparatursatz;Schmierung;Lubrication;0;0;0
20812;Reparatursatz, Ölpumpe;Repair Kit, Oil Pump;Zubehör sonstiges;Reparatursatz, Ölpumpe;NULL;NULL;0;0;0
2119;Reparatursatz, Ölwanne;Repair Kit, oil sump;Ölwannen;Reparatursatz;Schmierung;Lubrication;0;0;0
4284;Reparatursatz, Planetengetriebe-Starter;Repair Set, planetary gear starter;Anlasser Einzelteile;Reparatursatz;Startanlage;Starter System;0;0;0
3934;Reparatursatz, Pumpe-Düse-Einheit;Repair Kit, pump-nozzle unit;Gemischaufbereitung sonstiges;Reparatursatz;Gemischaufbereitung;Mixture Formation;0;0;0
772;Reparatursatz, Querlenker;Suspension Kit;Quer-/Dreieckslenker;Reparatursatz;Radaufhängung;Wheel Suspension;0;0;0
771;Reparatursatz, Radaufhängung;Repair Kit, wheel suspension;Fahrwerk sonstiges;Reparatursatz;Radaufhängung;Wheel Suspension;0;0;0
278;Reparatursatz, Radbremszylinder;Repair Kit, wheel brake cylinder;Bremszylinder;Reparatursatz;Bremsanlage;Braking System;0;0;0
11252;Reparatursatz, Radlager;Repair kit, wheel bearing;Radlager;Reparatursatz, Radlager;NULL;NULL;0;0;0
26034;Reparatursatz, Radlagergehäuse;repair set, wheel bearing housing;Werkzeuge sonstiges;Reparatursatz;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
3361;Reparatursatz, Radnabe;Repair Kit, wheel hub;Fahrwerk sonstiges;Reparatursatz;Radaufhängung;Wheel Suspension;0;0;0
3711;Reparatursatz, Radsensor (Reifendruck-Kontrollsys.);Repair Kit, wheel sensor (tyre pressure control system);Sensoren sonstige;Reparatursatz;Räder;Wheels;0;0;0
3241;Reparatursatz, Rampenspiegel;Repair Kit, ramp mirror;Handwerkzeuge;Reparatursatz;Fahrerhaus;Driver Cab;0;0;0
7151;Reparatursatz, Ratschenschrauber;Repair Set, ratchet screwdriver;Handwerkzeuge;Reparatursatz;Werkzeug, Universal;Tool, universal;1;0;0
7890;Reparatursatz, Reifen;Repair Set, tyres;Werkstattaus-/einrichtung sonstiges;Reparatursatz;Werkstattausrüstung;Workshop Equipment;1;0;0
8974;Reparatursatz, Reinigungspistole (Druckluft);Repair Kit, cleaning gun (compressed air);Druckluftwerkzeuge;Reparatursatz;Werkzeug, Universal;Tool, universal;1;0;0
4017;Reparatursatz, Relaisventil;Repair Kit, relay valve;Druckluftanlage sonstiges;Reparatursatz;Druckluftanlage;Compressed-air System;0;0;0
5068;Reparatursatz, Retarder;Repair Set, retarder;Bremsenteile sonstiges;Reparatursatz;Bremsanlage;Braking System;0;0;0
4945;Reparatursatz, Sattelkupplung;Repair Set, fifth wheel coupling;Anhängevorrichtungen sonstiges;Reparatursatz;Anhängevorrichtung;Trailer Hitch;0;0;0
9346;Reparatursatz, Saugrohrmodul;Repair Kit, intake manifold module;Handwerkzeuge;Reparatursatz;Luftversorgung;Air Supply;0;0;0
5737;Reparatursatz, Schaltgetriebe;Repair Kit, manual transmission;Schaltgetriebe sonstiges;Reparatursatz;Schaltgetriebe;Manual Transmission;0;0;0
1609;Reparatursatz, Schaltgetriebeflansch;Repair Kit, manual transmission flange;Schaltgetriebe sonstiges;Reparatursatz;Schaltgetriebe;Manual Transmission;0;0;0
1633;Reparatursatz, Schalthebel;Repair Kit, gear lever;Schaltgetriebe sonstiges;Reparatursatz;Schaltgetriebe;Manual Transmission;0;0;0
7998;Reparatursatz, Schaltkulisse;Repair Kit, shifting gate;Schaltgetriebe sonstiges;Reparatursatz;Schaltgetriebe;Manual Transmission;0;0;0
4024;Reparatursatz, Schaltventil-Schaltzylinder;Repai Kit, shift cylinder shift valve;Schaltgetriebe sonstiges;Reparatursatz;Schaltgetriebe;Manual Transmission;0;0;0
4021;Reparatursatz, Schaltzylinder;Repair Kit, shift cylinder;Schaltgetriebe sonstiges;Reparatursatz;Schaltgetriebe;Manual Transmission;0;0;0
3428;Reparatursatz, Scheibeneinkleben;Repair Kit, window adhesive;Karosserieteile sonstiges;Reparatursatz;Karosserie;Body;0;0;0
1835;Reparatursatz, Scheibeneinkleben;Repair Kit, window adhesive;Kleben & Dichten;Reparatursatz;Chemische Produkte;Chemical Products;1;0;1
8919;Reparatursatz, Scheibenreinigungsanlage;Repair Set, screen wash system;Handwerkzeuge;Reparatursatz;Werkzeug, Universal;Tool, universal;1;0;0
768;Reparatursatz, Scheibenwaschwasserdüse;Repair Kit, windscreen washer-fluid jet;Wischerzubehör;Reparatursatz;Scheibenreinigung;Window Cleaning;0;0;0
20817;Reparatursatz, Scheinwerfer;Reparatursatz, Scheinwerfer;Zubehör sonstiges;Reparatursatz, Scheinwerfer;NULL;NULL;0;0;0
7438;Reparatursatz, Schlauchschellenzange;Repair Set, hose clamp pliers;Werkstattaus-/einrichtung sonstiges;Reparatursatz;Werkzeug, Universal;Tool, universal;1;0;0
1968;Reparatursatz, Schwimmernadelventil;Repair Kit, float-needle valve;Vergaser;Reparatursatz;Vergaser;Carburettor;0;0;0
2728;Reparatursatz, Schwungrad;Repair Kit, flywheel;Kurbeltrieb;Reparatursatz;Kurbeltrieb;Crankshaft Drive;0;0;0
2729;Reparatursatz, Spannarm-Keilrippenriemen;Repair Kit, v-ribbed belt tensioner;Spann-/Führungsteile;Reparatursatz;Riementrieb;Belt Drive;0;0;0
770;Reparatursatz, Spurstange;Repair Kit, tie rod;Spurstange komplett;Reparatursatz;Lenkung;Steering;0;0;0
773;Reparatursatz, Spurstangenkopf;Repair Kit, tie rod end;Spurstangenkopf;Reparatursatz;Lenkung;Steering;0;0;0
774;Reparatursatz, Spurstangenkugelbolzen;Repair Kit, tie rod ball studs;Lenkungsteile sonstiges;Reparatursatz;Lenkung;Steering;0;0;0
2067;Reparatursatz, Stabilisatorkoppelstange;Repair Kit, stabilizer coupling rod;Stabilisatorstrebe;Reparatursatz;Radaufhängung;Wheel Suspension;0;0;0
1097;Reparatursatz, Stabilisatorlager;Repair Kit, stabilizer suspension;Stabilisatorstrebe;Reparatursatz;Radaufhängung;Wheel Suspension;0;0;0
2266;Reparatursatz, Starter;Repair Kit, starter;Anlasser Einzelteile;Reparatursatz;Startanlage;Starter System;0;0;0
4983;Reparatursatz, Starterklemme;Repair Set, starter clamp;Anlasser Einzelteile;Reparatursatz;Startanlage;Starter System;0;0;0
3053;Reparatursatz, Steckverbinder-Druckluftanlage;Repair Kit, compressed-air system coupling;DIN / Normteile sonstiges;Reparatursatz;Druckluftanlage;Compressed-air System;0;0;0
9273;Reparatursatz, Steinschlag (Scheibe);Repair Kit, stone chip (windscreen);Handwerkzeuge;Reparatursatz;Werkzeug, Universal;Tool, universal;1;0;0
7327;Reparatursatz, Stichsäge;Repair Set, jigsaw;Handwerkzeuge;Reparatursatz;Werkzeug, Universal;Tool, universal;1;0;0
4038;Reparatursatz, Trilex;Repair Kit, Trilex;Räder sonstiges;Reparatursatz;Räder;Wheels;0;0;0
6148;Reparatursatz, Überdruckventil (Druckluftkompressor);Repair Kit, pressure relief valve (air compressor);Druckluftanlage sonstiges;Reparatursatz;Druckluftanlage;Compressed-air System;0;0;0
673;Reparatursatz, Umlenkhebel;Repair Kit, reversing lever;Lenkhebel;Reparatursatz;Lenkung;Steering;0;0;0
6920;Reparatursatz, Umschaltknarre;Repair Set, reversible ratchet;Handwerkzeuge;Reparatursatz;Werkzeug, Universal;Tool, universal;1;0;0
7275;Reparatursatz, Unterdruckleitung;Repair Set, vacuum line;DIN / Normteile sonstiges;Reparatursatz;Normteile;Standard Parts;1;0;0
4146;Reparatursatz, Unterdruckpumpe (Bremsanlage);Repair Set, vacuum pump (braking system);Bremshydraulik;Reparatursatz;Bremsanlage;Braking System;0;0;0
5133;Reparatursatz, Ventil (Reifendruck-Kontrollsys.);Valve Repair Set, (tyre press. control system);Ventile Räder;Reparatursatz;Räder, Universal;Wheels, universal;1;0;0
9058;Reparatursatz, Verdampfer-Klimaanlage;Repair Kit, air conditioning evaporator;Einzel- und Kleinteile Heizung & Klima;Reparatursatz;Klimaanlage;Air Conditioning;0;0;0
1090;Reparatursatz, Vergaser;Repair Kit, carburettor;Vergaser;Reparatursatz;Vergaser;Carburettor;0;0;0
9215;Reparatursatz, Wählwelle (Automatikgetriebe);Repair Kit, selector shaft (automatic transmission);Automatikgetriebe sonstiges;Reparatursatz;Automatikgetriebe;Automatic Transmission;0;0;0
5764;Reparatursatz, Waschwasserleitung;Repair Set, wash water line;Wischerzubehör;Reparatursatz;Scheibenreinigung, Universal;Window Cleaning, universal;1;0;0
3481;Reparatursatz, Wasserpumpe;Repair Kit, water pump;Kühlkreislauf sonstiges;Reparatursatz;Kühlung;Cooling System;0;0;0
2135;Reparatursatz, Wasserpumpenentlüftung;Repair Kit, water pump breather;Kühlkreislauf sonstiges;Reparatursatz;Kühlung;Cooling System;0;0;0
7942;Reparatursatz, Werkstattspiegel;Repair Kit, workshop mirror;Handwerkzeuge;Reparatursatz;Werkzeug, Universal;Tool, universal;1;0;0
9140;Reparatursatz, Wischarm;Repair Kit, wiper arm;Werkzeuge sonstiges;Reparatursatz;Werkzeug, fahrzeugspezifisch;Vehicle Specific Tools;0;0;0
3203;Reparatursatz, Zentralgelenk-Dreieckslenker;Repair Kit, wishbone central joint;Querlenkerlager;Reparatursatz;Radaufhängung;Wheel Suspension;0;0;0
2283;Reparatursatz, Zündverteiler;Repair Kit, distributor;Zündverteiler/-läufer;Reparatursatz;Zündanlage;Ignition System;0;0;0
1651;Reparatursatz, Zwischenwelle;Repair Kit, intermediate shaft;Ölkreislauf;Reparatursatz;Motorsteuerung;Engine Timing;0;0;0
2523;Reparatursatz,Trag-/Führungsgelenk;Repair Kit, ball joint;Trag-/Führungsgelenk;Reparatursatz;Radaufhängung;Wheel Suspension;0;0;0
4783;Reservekanister;Spare Can;Zubehör sonstiges;Behälter;Zubehör, Universal;Accessories, universal;1;0;0
15309;Reserveradhalter;Reserveradhalter;Karosserieteile sonstiges;Reserveradhalter;Karosserie;Karosserie;0;0;0
20538;Reserveradhülle;Spare wheel cover;Zubehör sonstiges;Reserveradhülle;NULL;NULL;1;0;0
7623;Reserveradhülle;Spare Wheel Cover;Anhänger;Reserveradhülle;Anhänger;Trailer;1;0;0
765;Reserveradwanne;Spare Wheel Well;Karosserie Montageteile;Boden;Karosserie;Body;0;0;0
1237;Resonator, Abgasanlage;Resonator, exhaust system;Schalldämpfer;Resonator;Abgasanlage;Exhaust System;0;0;0
627;Retarder;Retarder;Bremsenteile sonstiges;Retarder;Bremsanlage;Braking System;0;0;0
8611;Rettungsdecke;Emergency Blanket;Arbeitsschutz, Bekleidung;Rettungsdecke;Schutzkleidung/-ausrüstung;Protective Clothing/Equipment;1;0;0
8703;Rettungsschild;Emergency Escape Sign;Werkstattaus-/einrichtung sonstiges;Rettungsschild;Werkstattausrüstung;Workshop Equipment;1;0;0
11272;Richtzubehör, Sonstiges (Karosserie);Other accessories for vehicle alignment (Bodywork);Handwerkzeuge;Richtzubehör, Sonstiges;Karosserie Zug- und Richtwerkzeug;Karosserie Zug- und Richtwerkzeug;1;0;0
7540;Riegelspannverschluss;Spring Latch;Anhänger;Riegelspannverschluss;Anhänger;Trailer;1;0;0
8755;Riemenscheibe, Druckluftkompressor;Pulley, compressed air compressor;Druckluftanlage sonstiges;Riemenscheibe;Druckluftanlage;Compressed-air System;0;0;0
20794;Riemenscheibe, Einspritzpumpe;Belt pulley, injection pump;Riementrieb sonstiges;Riemenscheibe, Einspritzpumpe;NULL;NULL;0;0;0
1108;Riemenscheibe, Generator;Pulley, alternator;Lichtmaschinen Einzelteile;Riemenscheibe;Generator;Alternator;0;0;0
3845;Riemenscheibe, Hydraulikpumpe (Niveauregulierung);Belt Pulley, hydraulic pump (leveling control);Federung sonstiges;Riemenscheibe;Federung/Dämpfung;Suspension/Damping;0;0;0
3213;Riemenscheibe, Kurbelwelle;Belt Pulley, crankshaft;Spann-/Führungsteile;Riemenscheibe;Riementrieb;Belt Drive;0;0;0
552;Riemenscheibe, Lüfter;Pulley, radiator fan;Spann-/Führungsteile;Riemenscheibe;Kühlung;Cooling System;0;0;0
14611;Riemenscheibe, Servopumpe;pulley, power steering pump;Riementrieb sonstiges;Riemenscheibe;NULL;NULL;0;0;0
4204;Riemenscheibe, Servopumpe;Pulley, power steering pump;Spann-/Führungsteile;Riemenscheibe;Lenkung;Steering;0;0;0
3345;Riemenscheibe, Wasserpumpe;Pulley, water pump;Spann-/Führungsteile;Riemenscheibe;Kühlung;Cooling System;0;0;0
4768;Riemenscheibensatz, Kurbelwelle;Belt Pulley Set, crankshaft;Spann-/Führungsteile;Riemenscheibensatz;Riementrieb;Belt Drive;0;0;0
1628;Riemenscheibenschraube;Pulley Bolt;Kurbeltrieb;Schraube;Kurbeltrieb;Crankshaft Drive;0;0;0
541;Riemenspanner, Keilrippenriemen;Belt Tensioner, V-ribbed belt;Spann-/Führungsteile;Spanner;Riementrieb;Belt Drive;0;0;0
545;Riemenspanner, Zahnriemen;Tensioner, timing belt;Spann-/Führungsteile;Spanner;Riementrieb;Belt Drive;0;0;0
9711;Riffelfeile;Riffler File;Handwerkzeuge;Feile;Werkzeug, Universal;Tool, universal;1;0;0
6533;Riffelhammer;Serrated Hammer;Handwerkzeuge;Riffelhammer;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
7968;Rindenschäler;Bark Remover;Handwerkzeuge;Rindenschäler;Werkzeug, Universal;Tool, universal;1;0;0
7767;Ring, Bodenrolle (Ladebordwand);Ring, floor roller (tail lift);Karosserieteile sonstiges;Ring;Karosserie, Universal;Body Parts, universal;1;0;0
6868;Ring, Zurrmulde;Ring, lashing recess;Anhänger;Ring;Ladungssicherung;Load Securing;1;0;0
4691;Ring-/Gabelschlüssel;Ring-/Open End Spanner;Handwerkzeuge;Ring-/Gabelschlüssel;Werkzeug, Universal;Tool, universal;1;0;0
2346;Ring-/Gabelschlüsselsatz;Spanner Set, ring / open ended;Handwerkzeuge;Ring-/Gabelschlüsselsatz;Werkzeug, Universal;Tool, universal;1;0;0
6869;Ringmutter, Zurrmulde;Lifting Eye Nut, lashing recess;Anhänger;Ringmutter;Ladungssicherung;Load Securing;1;0;0
8415;Ringöse, Kraftstoff-Rücklaufmengenmessung;Ring, fuel return quantity measurement;Werkzeuge sonstiges;Ringöse;Spezialwerkzeug, Universal;Special Tools, universal;1;0;0
5597;Ringschlüssel;Ring Spanner;Handwerkzeuge;Schraubenschlüssel;Werkzeug, Universal;Tool, universal;1;0;0
6050;Ringschraube;Eye Bolt;DIN / Normteile sonstiges;Schraube;Normteile;Standard Parts;1;0;0
6967;Ring-Stanzeisen;Ring Stamping Die;Handwerkzeuge;Ring-Stanzeisen;Werkzeug, Universal;Tool, universal;1;0;0
6764;Ring-Stanzeisen-Satz;Ring Stamping Die Set;Handwerkzeuge;Ring-Stanzeisen-Satz;Werkzeug, Universal;Tool, universal;1;0;0
10680;Ringsteckschlüssel [offen];Crowfood wrench, Hexagonal;Handwerkzeuge;Steckschlüssel;Steckschlüssel;Steckschlüssel;1;0;0
2316;Ringstutzen, Rohrleitung;Connector, metal pipes;DIN / Normteile sonstiges;Stutzen;Normteile;Standard Parts;1;0;0
8758;Ritzel, Geschwindigkeitsmesser;Pinion, speedometer;Motorblock sonstiges;Ritzel;Schaltgetriebe;Manual Transmission;0;0;0
1530;Ritzel, Starter;Pinion, starter;Anlasser Einzelteile;Ritzel;Startanlage;Starter System;0;0;0
2989;Ritzel, Zündverteiler;Pinion, distributor;Zünd-/Glühanlage sonstiges;Ritzel;Zündanlage;Ignition System;0;0;0
5075;Rohr, Retarder;Pipe, retarder;Bremsenteile sonstiges;Rohr;Bremsanlage;Braking System;0;0;0
1966;Rohr, Vergaser;Tube, carburettor;Vergaser;Rohr;Vergaser;Carburettor;0;0;0
5666;Rohr-/Wasserpumpenzange;Pipe Wrench/Water Pump Pliers;Handwerkzeuge;Zange;Werkzeug, Universal;Tool, universal;1;0;0
9734;Rohrbandschleifer (Akku);Tube Belt Sander (rechargeable);Elektrowerkzeuge;Rohrbandschleifer (Akku);Werkzeug, Universal;Tool, universal;1;0;0
9735;Rohrbandschleifer (Netzgebunden);Tube Belt Sander (mains);Elektrowerkzeuge;Rohrbandschleifer (Netzgebunden);Werkzeug, Universal;Tool, universal;1;0;0
7470;Rohrbiegegerät;Pipe Bender;Handwerkzeuge;Rohrbiegegerät;Werkzeug, Universal;Tool, universal;1;0;0
2382;Rohrbiegewerkzeug;Pipe Bending Equipment;Werkzeuge sonstiges;Rohrbiegewerkzeug;Werkzeug, Universal;Tool, universal;1;0;0
7546;Rohrbiegewerkzeug-Satz;Pipe Bending Tool Set;Handwerkzeuge;Rohrbiegewerkzeug-Satz;Werkzeug, Universal;Tool, universal;1;0;0
10906;Rohrbogen mit Endrohr;Pipe bend with tail pipe;Rohre;Rohrbogen mit Endrohr;NULL;NULL;0;0;0
6067;Rohrbox, Dachträger;Pipe Box, roof rack;Lastenträger;Rohrbox;Transportvorrichtung, Universal;Carrier Unit, Universal;1;0;0
7559;Rohrendstück, Boxenstange;Pipe End Piece, box rod;Anhänger;Rohrendstück;Anhänger;Trailer;1;0;0
